K,Rem,prandtl,nusselt
0.6,9069.740872419748,0.7094764322685692,121.03175776507246
0.6,2055.295211048812,0.7099344404936657,48.37861093968259
0.6,2211.921788658176,0.7080104288023316,47.90236164136638
0.6,1234.159209346013,0.7061983440224164,34.94779740101679
0.6,1776.411952952147,0.7069673028087816,43.66790822595964
0.6,1961.372245309232,0.7081993882853642,47.27689203553858
0.6,1188.6023926195,0.7093328980556185,34.35691176744472
0.6,2694.905692901802,0.7084521063942327,57.45312237523174
0.6,2746.349916914756,0.7091735853128571,59.12533331730369
0.6,2792.43195271048,0.7093762317262099,57.9208069649528
0.6,1451.0763864022,0.7055054159301748,40.693159292318335
0.6,2686.602622182073,0.7083787072591231,51.8714736913693
0.6,2249.750278808926,0.7078324004620394,49.03929787035997
0.6,1551.9797281762883,0.7054760170238634,41.22902440031681
0.6,5349.724493680448,0.7097711281830638,88.37779480328886
0.6,1545.2696989475594,0.7096964171333566,41.57474846415758
0.6,1861.071198096692,0.7060391774921081,47.65775735026764
0.6,2724.7901086031616,0.7088061535900717,52.711843577735934
0.6,2681.4004523630783,0.7083528856554476,58.30207207609409
0.6,2565.785701942602,0.7096970180553348,56.53994582559231
0.6,4031.661781869628,0.7097482533337862,73.08887862334512
0.6,2724.7901086031616,0.7088541360554057,57.74956979520646
0.6,1705.4810538374436,0.7060168578524258,44.57307992244085
0.6,2655.9124248385174,0.7087979479049886,50.15677569125518
0.6,1929.1260291645756,0.7062632054923257,48.28281790062928
0.6,2276.507398133407,0.7079345105930303,48.981360533849184
0.6,1814.4479144797656,0.7062032004123542,47.26593282205389
0.6,1772.82306685428,0.7069517311406498,45.22138106948234
0.6,3228.743715661551,0.7086240812885182,65.41887579515056
0.6,2619.429677627752,0.7073300958833968,51.657984145156
0.6,307.04270446212547,0.6953116138583243,16.41265807493039
0.6,2072.6570284690183,0.7094922034641042,49.58052822582548
0.6,1552.6227411936436,0.7057662511806042,42.2550969557545
0.6,1805.3472913314915,0.7082140277724224,46.09925812798714
0.6,1950.2432966650344,0.7068811905121114,50.283353964616175
0.6,3373.551473638887,0.7090299575075436,59.3844850803746
0.6,2624.2507550985147,0.7073989661929949,51.70645307934438
0.6,1661.8138133702032,0.7068159993387311,41.426521306763206
0.6,2113.5728421492063,0.7073535999902324,50.477943341135365
0.6,5502.362167660628,0.7097626989236948,92.98670677088002
0.6,1822.560879425946,0.7099604597201896,44.0421128522734
0.6,1626.6126611217414,0.7060167096221791,43.569349367055366
0.6,2622.8187537957065,0.7096968978701396,54.26769398197558
0.6,6439.612086084975,0.7093168397798891,98.88769829603793
0.6,2682.7791655223127,0.7097277986219398,52.31765410171349
0.6,2297.0227018075007,0.7081833725016792,49.27828481516938
0.6,1763.8076159151633,0.7095386012419972,43.92029276143548
0.6,2692.8072075429905,0.7085085636591228,58.41056749805269
0.6,4174.059433996454,0.7097157718427547,78.0306973446211
0.6,2980.001088419204,0.7097858238743394,60.83120363971413
0.6,1632.7394760751083,0.7097463276910495,42.5671704946806
0.6,3560.140741993103,0.7087371675314759,70.07955756207835
0.6,1389.925774785304,0.7057962516690733,39.239973043259546
0.6,2276.54742853438,0.7076894444312001,49.83622539681936
0.6,1991.995424666004,0.7083288179165967,47.3664560232411
0.6,1736.4331969629882,0.706475295302559,44.9547091022195
0.6,1861.83032345838,0.7092387918803449,46.63408545026234
0.6,2928.5724638024813,0.7097846190848626,62.84695508877376
0.6,2391.907394518189,0.7096899278127844,53.23451271227866
0.6,2815.2474368799963,0.7095492524603687,53.15682961311371
0.6,1517.5646982684716,0.7070538532900559,41.82371270853067
0.6,2623.7644395423813,0.7075258094482414,57.6416190726019
0.6,6873.117897541065,0.709788233573651,102.65366805453598
0.6,2708.723805757601,0.7097781139148589,58.65637247803214
0.6,5345.937534833592,0.7086927312696375,91.61305444999886
1.2,6735.419449785753,0.7070225275283145,90.45711261402704
1.2,3741.0607628020753,0.7082709142691763,62.20101006358931
1.2,2432.8431578718223,0.709286289414368,47.75456380916418
1.2,1995.629425396701,0.7062664271539206,41.3699755696204
1.2,1373.8610674831586,0.7067568263794944,32.975065389443145
1.2,1285.9955506994029,0.7046093045439431,31.43585136178405
1.2,6205.925165392156,0.7079032977855415,84.94166318002792
1.2,2457.188871307825,0.7083857738526483,46.51818415847461
1.2,2498.466227375253,0.708926760411124,45.986373974684106
1.2,3508.403368857035,0.7076446065726264,61.69740607787077
1.2,2397.146498395742,0.7086264141439154,44.677283078194506
1.2,6963.788682390822,0.7099095279431045,91.36321791436916
1.2,1854.9446681430877,0.7065260090502372,39.6863145784742
1.2,2446.9656301043,0.7096421350469765,46.741772454644526
1.2,6106.237637220222,0.7091383047056113,86.60372869861209
1.2,2125.9103343911474,0.7076480099622499,42.83122934418815
1.2,6386.780726872339,0.7075588372722884,87.3692573323723
1.2,7071.980361547711,0.707664010334003,91.3602787082248
1.2,7081.185356599815,0.7078095976682184,93.12607954831492
1.2,6330.476972414172,0.7074485651458228,89.50703643495866
1.2,2598.614475656148,0.7073721670909131,48.17785082262412
1.2,2432.8226745783086,0.7080421958969891,48.43209436548523
1.2,2181.7709209887144,0.7085468337807633,42.43165626791208
1.2,7375.733334722457,0.709227045942601,93.29384325140391
1.2,2392.92209485191,0.7086686653303215,46.63267351307798
1.2,2059.887919213163,0.7066711926507604,40.63702938243833
1.2,1639.500087338255,0.7090096715299232,37.61139336135986
1.2,5305.60163399577,0.7070377966874017,77.22560007513776
1.2,7404.621742772245,0.709477268446422,95.23383695152953
1.2,2419.3905072233933,0.7072310810307685,46.013970410632645
1.2,6028.512601635709,0.7075049004570663,82.53017381373321
1.2,2249.8441586447425,0.707948010436257,43.847408722629055
1.2,2283.0363420644712,0.7084759097030109,43.68213796020073
1.2,2058.284444068619,0.7076554985861879,42.312845556729215
1.2,1753.4013479797302,0.7064290686382527,37.10029993418603
1.2,2114.227509576986,0.7074403313391625,42.71060020309913
1.2,1891.9822830987548,0.706648633512074,39.49143556561421
1.2,8611.904169291849,0.7095522449419621,104.01556170587838
1.2,2292.329668221082,0.7083413125818986,44.77363556271767
1.2,2493.120702368501,0.7097999228923458,46.38931691232371
1.2,2318.099671100209,0.7094632948807504,43.730440267260256
1.2,1851.7162683516951,0.7061465567450326,38.786570523575165
1.2,2171.0821379627964,0.7079668960399974,42.90927435179528
1.2,6707.297168761086,0.7077379794676192,88.65439305612051
1.2,6312.562587648277,0.7072193123319227,86.96140789159097
1.2,2382.4813942304336,0.707478697161428,46.54641036999743
1.2,7312.341741248478,0.7103101931619725,93.55018431664516
1.2,2098.287857651838,0.7068295152694702,42.16780360582775
1.2,2262.179494146248,0.7080058438665706,44.153073134257376
1.2,2348.263431052874,0.7083842677389371,46.85820129397549
1.2,2481.3665699853327,0.7090299575075436,47.76788461157353
1.2,8725.17979174225,0.7095582306505002,102.78034818921604
1.2,2432.978092455269,0.7091351098569058,45.30826750846444
1.2,4311.801860915943,0.7067170642045144,69.04836347990249
1.2,2466.4774830402,0.7099539229034011,48.06714785465691
1.2,2454.736191894869,0.7081127134597114,46.04474504522713
1.2,1759.7990854608431,0.7052129373860855,38.064823922413126
1.2,2008.018164002132,0.7097328510626955,41.51414492614829
1.2,1916.986337246892,0.7043099544187151,40.2066917806481
1.2,6332.810753020185,0.7078316021136942,87.56722374244498
1.2,3646.077519746346,0.7080384098636108,60.893814304288746
1.2,2449.801003927542,0.7097513827219608,47.85018702544991
1.2,6815.060689851066,0.7077385481925097,89.2612731919658
1.2,1984.9636871124137,0.7055096189210015,40.47038343712424
1.2,9345.150869243793,0.7079085551426727,107.42913538466117
0.3,2679.355890230724,0.7097773911903891,70.1181099412923
0.3,2679.355890230724,0.7097091588196691,62.179655114996166
0.3,2021.048228994758,0.7096276176168762,56.52501890483676
0.3,2609.812931733048,0.7092603954628621,70.66131895046755
0.3,2609.812931733048,0.7086462496036043,59.84091225990571
0.3,2026.038091846313,0.7079060406562308,55.15648876582958
0.3,2907.1854718320824,0.7093054249284849,74.87484514846501
0.3,2907.1854718320824,0.7087890410156397,66.2047424261139
0.3,2335.5808665451887,0.7081884414593558,61.76001618665264
0.3,2849.3454715235757,0.7075657408697505,67.81980114357887
0.3,2849.3454715235757,0.7070632230833239,64.54179056301722
0.3,2127.560534203579,0.7065909634156781,58.36563144705062
0.3,8534.893084703353,0.7079004408564927,144.85638364091164
0.3,8534.893084703353,0.7077263794965998,129.85527023495686
0.3,6706.130819754945,0.7075284098207704,119.8648680776324
0.3,2646.158019786973,0.7097769093820971,67.19947417058602
0.3,2646.158019786973,0.7097086779197368,61.52058321310789
0.3,2057.6894519501006,0.7096283373518671,56.0161514803272
0.3,1723.8068000231592,0.7095370457094904,53.86828430141173
0.3,1552.6135344348363,0.7094357219642795,49.44480235674824
0.3,1358.9262364329916,0.7093249274954513,47.194855112207975
0.3,1242.7893062594128,0.7092059366568015,45.79885437684775
0.3,1153.262391268854,0.709082613199957,44.45357769479535
0.3,1114.9685435384808,0.7089587714366106,43.81686675130592
0.3,1084.6490978257011,0.708858362545958,41.442545856316485
0.3,2620.5312333993998,0.7092632452580216,70.06056200347182
0.3,2620.5312333993998,0.7086884075460043,58.51351667923131
0.3,2076.389541214832,0.7079961028630213,54.23671089422534
0.3,1652.2634885205916,0.7072072115469803,51.059212567093525
0.3,1431.6239450706216,0.7065059373484104,48.57748491474038
0.3,1265.7825280326135,0.7058944522949138,45.394097030650656
0.3,1129.970986370001,0.7052499418132838,43.45895413802297
0.3,1037.1493138617234,0.7045883708382622,40.85240948839953
0.3,967.9243992948158,0.7039392284127116,40.02451639236072
0.3,923.9327870776058,0.7034175831575378,37.50075062780745
0.3,2926.654007134639,0.7093037605657947,69.93155877921575
0.3,2926.654007134639,0.7087743963705776,64.15459803792689
0.3,2273.921652400952,0.7081411211562405,61.36309952323475
0.3,1934.203775931196,0.7074584934183872,54.35100968909586
0.3,1689.1335522366442,0.7067663181437589,52.93660280215784
0.3,1535.8901595073405,0.7062546665280135,49.82862216692154
0.3,1395.9029086156384,0.7057190937408334,47.285910695185976
0.3,1329.175249071999,0.705194636887608,46.0225601868396
0.3,1231.6241554987507,0.7046850701737708,44.71589507345519
0.3,1216.3439444446024,0.7042328194674458,44.415654490999685
0.3,2795.1837300130583,0.7075718533907759,68.46534906457494
0.3,2795.1837300130583,0.7070767245074057,65.1286698144517
0.3,2209.575220245686,0.7065828341686512,59.96703325328135
0.3,1880.038410086596,0.7061361239179375,54.57367897320666
0.3,1649.943748918785,0.7056756116735481,51.378407977782274
0.3,1496.0778779523005,0.705189135388653,50.039041688866845
0.3,1388.2632699316102,0.7046866761556593,48.062033629019645
0.3,1280.4639775801509,0.7042011823843902,46.38639768815134
0.3,1238.8947491754695,0.7037170033225171,44.58503277628167
0.3,1224.525636992024,0.7032945674950004,42.89069620923909
0.3,8567.520947853933,0.7079114127322942,145.84398047933044
0.3,8567.520947853933,0.7077353634521385,130.54823323586498
0.3,6824.834908702364,0.7075260355598961,122.74956841327408
0.3,5806.487354441296,0.7073043608107695,111.2519881513706
0.3,5158.168392005201,0.707069471021671,102.94553477792758
0.3,4754.447898203854,0.7068130677509432,101.220569172114
0.3,4447.922353991863,0.7066298255560579,96.91268083348672
0.3,4102.626474373954,0.7064501310958553,92.15904770936
0.3,3903.5724280422346,0.7062696492671022,89.43586912361194
0.3,3911.697828980143,0.7061059699884173,87.00609407579171
0.324,2669.269697285865,0.7097753435494629,69.75161909095578
0.324,2669.269697285865,0.7097048309506491,60.19954263294
0.324,2014.378659789718,0.7096267779441938,54.28528038029202
0.324,2630.9683482019923,0.7092341642335102,69.24005225414965
0.324,2630.9683482019923,0.7086145181832871,59.32418158283436
0.324,1955.9478705303063,0.7079381710546692,53.063910094123145
0.324,2843.026835705093,0.7093072082598407,72.3716916263918
0.324,2843.026835705093,0.708787869222349,64.5753862754726
0.324,2329.5070107058004,0.7082143736605427,60.72957137759885
0.324,2713.5539404708948,0.7075670991152512,70.7035722763279
0.324,2713.5539404708948,0.7070725954138036,63.09696240572714
0.324,2225.302189032984,0.7066149118441256,59.36720630174889
0.324,8174.960747340116,0.7078928996810625,146.3092898034297
0.324,8174.960747340116,0.7077208083284026,128.13482889885967
0.324,6610.946181119483,0.7075363251910375,118.4606287900472
0.324,2642.8374786976465,0.7097769093820971,67.30321708709842
0.324,2642.8374786976465,0.7097107217886477,61.28419807941132
0.324,2060.810513803714,0.709627017848681,56.323352329249055
0.324,1714.1155958829622,0.7095291494261965,51.9625874129528
0.324,1479.703125911611,0.7094246271422766,48.4305992631326
0.324,1310.8468244726678,0.7093138668128914,45.49116637156008
0.324,1220.0249757253775,0.7091957422399688,42.3416916989186
0.324,1114.913800986037,0.7090743437231866,42.6071740057727
0.324,1112.2123325510383,0.7089508837029774,42.25598012366037
0.324,1064.136345850378,0.7088562492380432,39.61182220636135
0.324,2605.328326366516,0.709248167661634,66.78964473176838
